readName,AGG,CGG,totalLength
m54006_190802_093121/28770851/ccs/295_386,2,28,91
m54006_190802_093121/28901457/ccs/295_386,2,28,91
m54006_190802_093121/29622593/ccs/295_386,2,28,91
m54006_190802_093121/29950660/ccs/296_387,2,28,91
m54006_190802_093121/30540222/ccs/295_386,2,28,91
m54006_190802_093121/30540539/ccs/295_386,2,28,91
m54006_190802_093121/58590093/ccs/295_386,2,28,91
m54006_190802_093121/60686999/ccs/295_386,2,28,91
m54006_190802_093121/61801124/ccs/295_386,2,28,91
m54006_190802_093121/61866931/ccs/295_386,2,28,91
m54006_190802_093121/62128365/ccs/295_386,2,28,91
m54006_190802_093121/62718876/ccs/295_386,2,28,91
m54006_190802_093121/63504643/ccs/295_386,2,28,91
m54006_190802_093121/64094918/ccs/296_387,2,28,91
m54006_190802_093121/47449005/ccs/295_386,2,28,91
m54006_190802_093121/47579562/ccs/295_386,2,28,91
m54006_190802_093121/50069957/ccs/295_386,2,28,91
m54006_190802_093121/50790820/ccs/295_386,2,28,91
m54006_190802_093121/51905327/ccs/295_386,2,28,91
m54006_190802_093121/52298404/ccs/295_386,2,28,91
m54006_190802_093121/53150002/ccs/303_394,2,28,91
m54006_190802_093121/53346969/ccs/295_386,2,28,91
m54006_190802_093121/53412167/ccs/296_387,2,28,91
m54006_190802_093121/54067532/ccs/297_388,2,28,91
m54006_190802_093121/54329626/ccs/295_386,2,28,91
m54006_190802_093121/55247254/ccs/296_387,2,28,91
m54006_190802_093121/57803262/ccs/295_386,2,28,91
m54006_190802_093121/65143448/ccs/298_389,2,28,91
m54006_190802_093121/67436919/ccs/298_389,2,28,91
m54006_190802_093121/69272223/ccs/295_386,2,28,91
m54006_190802_093121/70058245/ccs/295_386,2,28,91
m54006_190802_093121/70713444/ccs/295_386,2,28,91
m54006_190802_093121/72483393/ccs/295_386,2,28,91
m54006_190802_093121/73138799/ccs/295_386,2,28,91
m54006_190802_093121/73400556/ccs/295_386,2,28,91
m54006_190802_093121/18875331/ccs/295_386,2,28,91
m54006_190802_093121/20120439/ccs/295_386,2,28,91
m54006_190802_093121/21693052/ccs/295_386,2,28,91
m54006_190802_093121/23528036/ccs/295_386,2,28,91
m54006_190802_093121/23856001/ccs/295_386,2,28,91
m54006_190802_093121/23856018/ccs/297_388,2,28,91
m54006_190802_093121/23920901/ccs/295_386,2,28,91
m54006_190802_093121/24510949/ccs/295_386,2,28,91
m54006_190802_093121/12583345/ccs/295_386,2,28,91
m54006_190802_093121/12911126/ccs/295_386,2,28,91
m54006_190802_093121/14614864/ccs/297_388,2,28,91
m54006_190802_093121/15729596/ccs/295_386,2,28,91
m54006_190802_093121/16253625/ccs/295_386,2,28,91
m54006_190802_093121/18023211/ccs/295_386,2,28,91
m54006_190802_093121/5440248/ccs/295_386,2,28,91
m54006_190802_093121/5964732/ccs/295_386,2,28,91
m54006_190802_093121/6882083/ccs/295_386,2,28,91
m54006_190802_093121/7995739/ccs/294_385,2,28,91
m54006_190802_093121/9306299/ccs/295_386,2,28,91
m54006_190802_093121/9568900/ccs/295_386,2,28,91
m54006_190802_093121/9634114/ccs/295_386,2,28,91
m54006_190802_093121/9830853/ccs/295_386,2,28,91
m54006_190802_093121/10289479/ccs/295_386,2,28,91
m54006_190802_093121/11928316/ccs/295_386,2,28,91
m54006_190802_093121/11993705/ccs/295_386,2,28,91
m54006_190802_093121/32637531/ccs/295_386,2,28,91
m54006_190802_093121/33292993/ccs/295_386,2,28,91
m54006_190802_093121/33555260/ccs/296_387,2,28,91
m54006_190802_093121/34800007/ccs/295_386,2,28,91
m54006_190802_093121/37355727/ccs/295_386,2,28,91
m54006_190802_093121/38077368/ccs/295_386,2,28,91
m54006_190802_093121/39322305/ccs/295_386,2,28,91
m54006_190802_093121/39518371/ccs/295_386,2,28,91
m54006_190802_093121/39912187/ccs/295_386,2,28,91
m54006_190802_093121/40108842/ccs/295_386,2,28,91
m54006_190802_093121/42140663/ccs/295_386,2,28,91
m54006_190802_093121/43057234/ccs/296_387,2,28,91
m54006_190802_093121/43581910/ccs/295_386,2,28,91
m54006_190802_093121/44171405/ccs/295_386,2,28,91
m54006_190802_093121/44892276/ccs/295_386,2,28,91
m54006_190802_093121/26608232/ccs/295_386,2,28,91
m54006_190802_093121/26870772/ccs/295_386,2,28,91
m54006_190802_093121/28574550/ccs/295_386,2,28,91
m54006_190802_093121/28705128/ccs/295_386,2,28,91
m54006_190802_093121/30540623/ccs/295_386,2,28,91
m54006_190802_093121/30999409/ccs/295_386,2,28,91
m54006_190802_093121/31064292/ccs/295_386,2,28,91
m54006_190802_093121/31064859/ccs/298_389,2,28,91
m54006_190802_093121/59048383/ccs/295_386,2,28,91
m54006_190802_093121/59310232/ccs/295_386,2,28,91
m54006_190802_093121/59506856/ccs/297_388,2,28,91
m54006_190802_093121/60162198/ccs/295_386,2,28,91
m54006_190802_093121/60293340/ccs/295_386,2,28,91
m54006_190802_093121/61014993/ccs/295_386,2,28,91
m54006_190802_093121/62456406/ccs/295_386,2,28,91
m54006_190802_093121/63111336/ccs/295_386,2,28,91
m54006_190802_093121/63504707/ccs/295_386,2,28,91
m54006_190802_093121/64291455/ccs/295_386,2,28,91
m54006_190802_093121/45285749/ccs/295_386,2,28,91
m54006_190802_093121/45614021/ccs/295_386,2,28,91
m54006_190802_093121/47252017/ccs/295_386,2,28,91
m54006_190802_093121/47252324/ccs/295_386,2,28,91
m54006_190802_093121/48759523/ccs/295_386,2,28,91
m54006_190802_093121/48956295/ccs/296_387,2,28,91
m54006_190802_093121/49021770/ccs/295_386,2,28,91
m54006_190802_093121/49152809/ccs/295_386,2,28,91
m54006_190802_093121/50922339/ccs/295_386,2,28,91
m54006_190802_093121/53412441/ccs/295_386,2,28,91
m54006_190802_093121/54395381/ccs/295_386,2,28,91
m54006_190802_093121/54854051/ccs/295_386,2,28,91
m54006_190802_093121/57738197/ccs/295_386,2,28,91
m54006_190802_093121/57999590/ccs/295_386,2,28,91
m54006_190802_093121/57999959/ccs/295_386,2,28,91
m54006_190802_093121/64487962/ccs/295_386,2,28,91
m54006_190802_093121/65078148/ccs/295_386,2,28,91
m54006_190802_093121/67830146/ccs/295_386,2,28,91
m54006_190802_093121/68485594/ccs/295_386,2,28,91
m54006_190802_093121/68813799/ccs/295_386,2,28,91
m54006_190802_093121/69861655/ccs/295_386,2,28,91
m54006_190802_093121/69861851/ccs/295_386,2,28,91
m54006_190802_093121/70255239/ccs/296_387,2,28,91
m54006_190802_093121/72614403/ccs/295_386,2,28,91
m54006_190802_093121/19006176/ccs/295_387,2,28,92
m54006_190802_093121/20906146/ccs/297_389,2,28,92
m54006_190802_093121/14549218/ccs/295_387,2,27,92
m54006_190802_093121/16122501/ccs/298_390,2,27,92
m54006_190802_093121/17236833/ccs/295_387,2,27,92
m54006_190802_093121/10093447/ccs/295_387,2,28,92
m54006_190802_093121/35652336/ccs/295_387,2,28,92
m54006_190802_093121/36176813/ccs/296_388,2,28,92
m54006_190802_093121/42008773/ccs/295_387,2,28,92
m54006_190802_093121/44171418/ccs/295_387,2,28,92
m54006_190802_093121/61014753/ccs/295_387,2,28,92
m54006_190802_093121/65339825/ccs/296_388,2,28,92
m54006_190802_093121/69075285/ccs/300_392,2,27,92
m54006_190802_093121/13107360/ccs/298_390,2,28,92
m54006_190802_093121/14942679/ccs/296_388,2,28,92
m54006_190802_093121/5046549/ccs/301_393,2,28,92
m54006_190802_093121/6882027/ccs/297_389,2,28,92
m54006_190802_093121/9240716/ccs/295_387,2,28,92
m54006_190802_093121/31719635/ccs/295_387,2,28,92
m54006_190802_093121/35193095/ccs/298_390,2,28,92
m54006_190802_093121/63898173/ccs/297_389,2,28,92
m54006_190802_093121/47579638/ccs/295_387,2,28,92
m54006_190802_093121/53740216/ccs/293_385,2,28,92
m54006_190802_093121/9503114/ccs/299_391,2,28,92
m54006_190802_093121/10682740/ccs/294_386,2,28,92
m54006_190802_093121/33489359/ccs/297_389,2,27,92
m54006_190802_093121/65011891/ccs/301_393,2,27,92
m54006_190802_093121/46793535/ccs/295_388,2,28,93
m54006_190802_093121/64750334/ccs/301_394,2,28,93
m54006_190802_093121/70058221/ccs/296_389,2,28,93
m54006_190802_093121/11076326/ccs/297_390,2,28,93
m54006_190802_093121/27066930/ccs/296_389,2,28,93
m54006_190802_093121/63176842/ccs/304_397,2,28,93
m54006_190802_093121/23396541/ccs/295_389,2,29,94
m54006_190802_093121/12386380/ccs/295_389,2,29,94
m54006_190802_093121/5767558/ccs/295_389,2,29,94
m54006_190802_093121/5898858/ccs/295_389,2,29,94
m54006_190802_093121/27722232/ccs/295_389,2,29,94
m54006_190802_093121/58721089/ccs/296_390,2,29,94
m54006_190802_093121/61408124/ccs/295_389,2,29,94
m54006_190802_093121/63177608/ccs/295_389,2,29,94
m54006_190802_093121/63701679/ccs/294_388,2,29,94
m54006_190802_093121/64618607/ccs/310_404,2,28,94
m54006_190802_093121/65143639/ccs/295_389,2,29,94
m54006_190802_093121/67896034/ccs/297_391,2,29,94
m54006_190802_093121/70385973/ccs/295_389,2,29,94
m54006_190802_093121/19595335/ccs/295_389,2,29,94
m54006_190802_093121/20578525/ccs/295_389,2,29,94
m54006_190802_093121/16122837/ccs/295_389,2,29,94
m54006_190802_093121/7012598/ccs/296_390,2,29,94
m54006_190802_093121/11403789/ccs/295_389,2,29,94
m54006_190802_093121/38600800/ccs/295_389,2,29,94
m54006_190802_093121/39518803/ccs/295_389,2,29,94
m54006_190802_093121/43581954/ccs/296_390,2,29,94
m54006_190802_093121/43647210/ccs/295_389,2,29,94
m54006_190802_093121/27460084/ccs/295_389,2,29,94
m54006_190802_093121/28377472/ccs/296_390,2,29,94
m54006_190802_093121/28967377/ccs/295_389,2,29,94
m54006_190802_093121/49086880/ccs/295_389,2,29,94
m54006_190802_093121/53019220/ccs/296_390,2,29,94
m54006_190802_093121/54264691/ccs/295_389,2,29,94
m54006_190802_093121/65274009/ccs/295_389,2,29,94
m54006_190802_093121/68551035/ccs/295_389,2,29,94
m54006_190802_093121/22348625/ccs/295_390,2,29,95
m54006_190802_093121/12059508/ccs/292_387,2,28,95
m54006_190802_093121/61669791/ccs/295_390,2,28,95
m54006_190802_093121/67764515/ccs/299_394,2,29,95
m54006_190802_093121/21037952/ccs/296_392,2,29,96
m54006_190802_093121/22347970/ccs/300_396,2,26,96
m54006_190802_093121/55837197/ccs/290_387,2,28,97
m54006_190802_093121/40960715/ccs/295_392,2,28,97
m54006_190802_093121/59245257/ccs/290_388,2,28,98
m54006_190802_093121/17695728/ccs/299_397,2,30,98
m54006_190802_093121/24510835/ccs/297_397,2,31,100
m54006_190802_093121/8454804/ccs/298_398,2,31,100
m54006_190802_093121/39911834/ccs/295_397,2,29,102
