readName,AGG,CGG,totalLength
m54006_190802_093121/57540781/ccs/295_386,1,29,91
m54006_190802_093121/59179642/ccs/295_386,2,28,91
m54006_190802_093121/59572893/ccs/295_386,1,29,91
m54006_190802_093121/60031190/ccs/295_386,1,29,91
m54006_190802_093121/60293703/ccs/295_386,2,28,91
m54006_190802_093121/61670007/ccs/295_386,1,29,91
m54006_190802_093121/61932491/ccs/296_387,2,28,91
m54006_190802_093121/62980771/ccs/295_386,2,28,91
m54006_190802_093121/63308790/ccs/295_386,1,29,91
m54006_190802_093121/64029012/ccs/295_386,1,29,91
m54006_190802_093121/64160665/ccs/295_386,1,29,91
m54006_190802_093121/64684376/ccs/295_386,2,28,91
m54006_190802_093121/64815643/ccs/295_386,2,28,91
m54006_190802_093121/65011888/ccs/295_386,1,29,91
m54006_190802_093121/65143759/ccs/297_388,2,28,91
m54006_190802_093121/65798395/ccs/295_386,1,29,91
m54006_190802_093121/66322998/ccs/296_387,2,28,91
m54006_190802_093121/66454062/ccs/296_387,1,29,91
m54006_190802_093121/67174754/ccs/295_386,1,29,91
m54006_190802_093121/73335513/ccs/295_386,1,29,91
m54006_190802_093121/67502480/ccs/296_387,1,29,91
m54006_190802_093121/67699462/ccs/295_386,1,29,91
m54006_190802_093121/68551593/ccs/295_386,2,28,91
m54006_190802_093121/68616782/ccs/295_386,2,28,91
m54006_190802_093121/69009973/ccs/295_386,2,28,91
m54006_190802_093121/70385833/ccs/295_386,2,28,91
m54006_190802_093121/70386034/ccs/295_386,1,29,91
m54006_190802_093121/71762130/ccs/295_386,1,29,91
m54006_190802_093121/71959434/ccs/295_386,1,29,91
m54006_190802_093121/7406346/ccs/295_386,2,28,91
m54006_190802_093121/8716753/ccs/295_386,1,29,91
m54006_190802_093121/8782581/ccs/295_386,1,29,91
m54006_190802_093121/4587850/ccs/295_386,2,28,91
m54006_190802_093121/5178262/ccs/295_386,2,28,91
m54006_190802_093121/5767581/ccs/295_386,1,29,91
m54006_190802_093121/9830531/ccs/295_386,1,29,91
m54006_190802_093121/10355044/ccs/296_387,2,28,91
m54006_190802_093121/10682936/ccs/296_387,1,29,91
m54006_190802_093121/11862293/ccs/295_386,1,29,91
m54006_190802_093121/12124902/ccs/295_386,1,29,91
m54006_190802_093121/12189781/ccs/295_386,2,28,91
m54006_190802_093121/14155982/ccs/295_386,1,29,91
m54006_190802_093121/14483948/ccs/295_386,2,28,91
m54006_190802_093121/14746356/ccs/295_386,1,29,91
m54006_190802_093121/15663199/ccs/295_386,2,28,91
m54006_190802_093121/15794728/ccs/296_387,1,29,91
m54006_190802_093121/17236909/ccs/295_386,1,29,91
m54006_190802_093121/20513723/ccs/295_386,2,28,91
m54006_190802_093121/20643962/ccs/303_394,1,29,91
m54006_190802_093121/21430686/ccs/295_386,2,28,91
m54006_190802_093121/21496692/ccs/295_386,2,28,91
m54006_190802_093121/22020767/ccs/295_386,2,28,91
m54006_190802_093121/22217603/ccs/296_387,2,28,91
m54006_190802_093121/22676436/ccs/295_386,2,28,91
m54006_190802_093121/23331663/ccs/296_387,2,28,91
m54006_190802_093121/24248798/ccs/295_386,2,28,91
m54006_190802_093121/25035080/ccs/295_386,1,29,91
m54006_190802_093121/25101249/ccs/295_386,2,28,91
m54006_190802_093121/25952718/ccs/295_386,1,29,91
m54006_190802_093121/26477350/ccs/295_386,1,29,91
m54006_190802_093121/27394396/ccs/295_386,1,29,91
m54006_190802_093121/28770523/ccs/295_386,2,28,91
m54006_190802_093121/28967089/ccs/295_386,2,28,91
m54006_190802_093121/29229629/ccs/295_386,2,28,91
m54006_190802_093121/31392292/ccs/295_386,2,28,91
m54006_190802_093121/37224984/ccs/295_386,1,29,91
m54006_190802_093121/37814550/ccs/295_386,1,29,91
m54006_190802_093121/38601181/ccs/295_386,1,29,91
m54006_190802_093121/34144922/ccs/295_386,1,29,91
m54006_190802_093121/34799952/ccs/295_386,2,28,91
m54006_190802_093121/35192950/ccs/295_386,2,28,91
m54006_190802_093121/35455857/ccs/295_386,1,29,91
m54006_190802_093121/31588450/ccs/295_386,2,28,91
m54006_190802_093121/31719871/ccs/295_386,2,28,91
m54006_190802_093121/32244055/ccs/295_386,2,28,91
m54006_190802_093121/33620471/ccs/295_386,2,28,91
m54006_190802_093121/42467630/ccs/295_386,1,29,91
m54006_190802_093121/42533796/ccs/295_386,2,28,91
m54006_190802_093121/42795684/ccs/297_388,1,29,91
m54006_190802_093121/43057681/ccs/295_386,1,29,91
m54006_190802_093121/43189045/ccs/296_387,2,28,91
m54006_190802_093121/44630667/ccs/295_386,2,28,91
m54006_190802_093121/44762028/ccs/295_386,1,29,91
m54006_190802_093121/40435899/ccs/295_386,2,28,91
m54006_190802_093121/40698458/ccs/295_386,1,29,91
m54006_190802_093121/41026080/ccs/294_385,1,29,91
m54006_190802_093121/41091682/ccs/295_386,2,28,91
m54006_190802_093121/41419286/ccs/295_386,2,28,91
m54006_190802_093121/41615691/ccs/296_387,1,29,91
m54006_190802_093121/48104116/ccs/295_386,2,28,91
m54006_190802_093121/52626417/ccs/295_386,2,28,91
m54006_190802_093121/53281001/ccs/295_386,1,29,91
m54006_190802_093121/53281707/ccs/299_390,2,27,91
m54006_190802_093121/53674112/ccs/295_386,2,28,91
m54006_190802_093121/54133089/ccs/294_385,1,29,91
m54006_190802_093121/54591909/ccs/295_386,1,29,91
m54006_190802_093121/50463064/ccs/295_386,2,28,91
m54006_190802_093121/51446213/ccs/295_386,2,28,91
m54006_190802_093121/51577436/ccs/295_386,1,29,91
m54006_190802_093121/51643027/ccs/295_386,1,29,91
m54006_190802_093121/52232988/ccs/295_386,2,28,91
m54006_190802_093121/55312500/ccs/295_386,2,28,91
m54006_190802_093121/57541322/ccs/295_386,2,28,91
m54006_190802_093121/58065840/ccs/295_386,1,29,91
m54006_190802_093121/59966278/ccs/295_386,2,28,91
m54006_190802_093121/60555820/ccs/297_388,1,29,91
m54006_190802_093121/61210870/ccs/295_386,2,28,91
m54006_190802_093121/62456307/ccs/295_386,2,28,91
m54006_190802_093121/62521549/ccs/295_386,2,28,91
m54006_190802_093121/63832733/ccs/295_386,2,28,91
m54006_190802_093121/64553659/ccs/296_387,2,28,91
m54006_190802_093121/64684990/ccs/295_386,2,28,91
m54006_190802_093121/65012128/ccs/295_386,1,29,91
m54006_190802_093121/65471395/ccs/295_386,2,28,91
m54006_190802_093121/66191999/ccs/295_386,2,28,91
m54006_190802_093121/66388364/ccs/297_388,1,29,91
m54006_190802_093121/66846864/ccs/295_386,1,29,91
m54006_190802_093121/67371586/ccs/295_386,1,29,91
m54006_190802_093121/73073476/ccs/295_386,1,29,91
m54006_190802_093121/73663447/ccs/295_386,1,29,91
m54006_190802_093121/73794381/ccs/295_386,1,29,91
m54006_190802_093121/74121556/ccs/296_387,2,28,91
m54006_190802_093121/69337551/ccs/295_386,2,28,91
m54006_190802_093121/70123902/ccs/295_386,2,28,91
m54006_190802_093121/54002366/ccs/294_385,2,28,91
m54006_190802_093121/55968730/ccs/296_387,2,28,91
m54006_190802_093121/41484809/ccs/297_388,2,28,91
m54006_190802_093121/25625322/ccs/294_385,1,29,91
m54006_190802_093121/30016155/ccs/295_386,2,28,91
m54006_190802_093121/67895737/ccs/295_386,1,29,91
m54006_190802_093121/18612571/ccs/296_388,1,29,92
m54006_190802_093121/21299457/ccs/296_388,1,29,92
m54006_190802_093121/23200363/ccs/295_387,2,28,92
m54006_190802_093121/23266178/ccs/297_389,1,28,92
m54006_190802_093121/31327088/ccs/295_387,2,28,92
m54006_190802_093121/40960113/ccs/295_387,1,29,92
m54006_190802_093121/41550382/ccs/296_388,1,29,92
m54006_190802_093121/48366066/ccs/296_388,1,28,92
m54006_190802_093121/55706137/ccs/298_390,1,29,92
m54006_190802_093121/62521885/ccs/297_389,1,28,92
m54006_190802_093121/5702046/ccs/297_389,2,28,92
m54006_190802_093121/13959923/ccs/295_387,1,28,92
m54006_190802_093121/16253340/ccs/296_388,1,29,92
m54006_190802_093121/19661578/ccs/294_386,1,29,92
m54006_190802_093121/22086225/ccs/295_387,2,28,92
m54006_190802_093121/29229464/ccs/295_387,2,28,92
m54006_190802_093121/37421695/ccs/295_387,2,28,92
m54006_190802_093121/33030504/ccs/298_390,1,29,92
m54006_190802_093121/53805243/ccs/295_387,1,29,92
m54006_190802_093121/73925272/ccs/295_387,1,28,92
m54006_190802_093121/16121944/ccs/297_390,1,28,93
m54006_190802_093121/17433550/ccs/294_387,2,28,93
m54006_190802_093121/24445397/ccs/295_388,1,29,93
m54006_190802_093121/32964675/ccs/298_391,2,28,93
m54006_190802_093121/43385131/ccs/297_390,1,29,93
m54006_190802_093121/47252082/ccs/297_390,1,29,93
m54006_190802_093121/46465427/ccs/294_387,1,28,93
m54006_190802_093121/8061287/ccs/295_389,1,30,94
m54006_190802_093121/9241144/ccs/295_389,2,29,94
m54006_190802_093121/5177595/ccs/295_389,1,30,94
m54006_190802_093121/6161103/ccs/295_389,2,29,94
m54006_190802_093121/9700144/ccs/295_389,1,30,94
m54006_190802_093121/12124965/ccs/296_390,1,30,94
m54006_190802_093121/14549095/ccs/295_389,1,30,94
m54006_190802_093121/17826736/ccs/295_389,2,29,94
m54006_190802_093121/18285458/ccs/295_389,2,29,94
m54006_190802_093121/21234201/ccs/295_389,2,29,94
m54006_190802_093121/21823625/ccs/295_389,1,30,94
m54006_190802_093121/21823879/ccs/295_389,1,30,94
m54006_190802_093121/21824255/ccs/295_389,1,30,94
m54006_190802_093121/34800459/ccs/295_389,1,30,94
m54006_190802_093121/32768961/ccs/299_393,2,29,94
m54006_190802_093121/42860895/ccs/295_389,1,30,94
m54006_190802_093121/43516173/ccs/295_389,2,29,94
m54006_190802_093121/44564734/ccs/295_389,2,29,94
m54006_190802_093121/39650210/ccs/295_389,2,29,94
m54006_190802_093121/41025788/ccs/295_389,1,27,94
m54006_190802_093121/41549941/ccs/295_389,1,30,94
m54006_190802_093121/48104194/ccs/297_391,1,30,94
m54006_190802_093121/49349370/ccs/295_389,1,30,94
m54006_190802_093121/52495003/ccs/297_391,2,29,94
m54006_190802_093121/54985605/ccs/295_389,1,30,94
m54006_190802_093121/56492919/ccs/295_389,1,30,94
m54006_190802_093121/59507140/ccs/293_387,1,30,94
m54006_190802_093121/59638666/ccs/295_389,1,30,94
m54006_190802_093121/63766653/ccs/295_389,1,30,94
m54006_190802_093121/65471228/ccs/295_389,1,30,94
m54006_190802_093121/65733625/ccs/295_389,1,30,94
m54006_190802_093121/67240518/ccs/295_389,1,30,94
m54006_190802_093121/67240917/ccs/297_391,1,28,94
m54006_190802_093121/69141001/ccs/295_389,1,30,94
m54006_190802_093121/71237704/ccs/295_389,1,30,94
m54006_190802_093121/72549046/ccs/295_389,1,30,94
m54006_190802_093121/7012434/ccs/295_389,1,30,94
m54006_190802_093121/6291564/ccs/295_389,2,29,94
m54006_190802_093121/10552205/ccs/295_389,2,29,94
m54006_190802_093121/11011050/ccs/295_389,1,30,94
m54006_190802_093121/11469661/ccs/295_389,1,30,94
m54006_190802_093121/12714364/ccs/295_389,1,30,94
m54006_190802_093121/15139258/ccs/295_389,1,30,94
m54006_190802_093121/15401593/ccs/295_389,1,30,94
m54006_190802_093121/15466646/ccs/294_388,2,29,94
m54006_190802_093121/16253688/ccs/295_389,1,30,94
m54006_190802_093121/17760351/ccs/297_391,1,30,94
m54006_190802_093121/27394188/ccs/295_389,1,30,94
m54006_190802_093121/27657084/ccs/299_393,2,29,94
m54006_190802_093121/29622592/ccs/295_389,2,29,94
m54006_190802_093121/29950578/ccs/295_389,2,29,94
m54006_190802_093121/31260969/ccs/295_389,1,30,94
m54006_190802_093121/39321693/ccs/295_389,1,30,94
m54006_190802_093121/34603951/ccs/296_390,1,30,94
m54006_190802_093121/36307738/ccs/295_389,1,30,94
m54006_190802_093121/32243954/ccs/297_391,1,30,94
m54006_190802_093121/33161507/ccs/295_389,1,30,94
m54006_190802_093121/33555108/ccs/295_389,2,29,94
m54006_190802_093121/33686344/ccs/295_389,1,30,94
m54006_190802_093121/43713119/ccs/295_389,1,30,94
m54006_190802_093121/39846874/ccs/295_389,1,30,94
m54006_190802_093121/49218117/ccs/306_400,1,30,94
m54006_190802_093121/55378661/ccs/298_392,2,27,94
m54006_190802_093121/55640761/ccs/295_389,1,30,94
m54006_190802_093121/58262296/ccs/295_389,1,30,94
m54006_190802_093121/59900712/ccs/295_389,1,30,94
m54006_190802_093121/62980993/ccs/295_389,1,30,94
m54006_190802_093121/63308683/ccs/295_389,1,30,94
m54006_190802_093121/64291607/ccs/295_389,1,30,94
m54006_190802_093121/66847294/ccs/296_390,1,30,94
m54006_190802_093121/73073055/ccs/295_389,1,30,94
m54006_190802_093121/74318526/ccs/295_389,1,30,94
m54006_190802_093121/68092578/ccs/295_389,2,29,94
m54006_190802_093121/70713657/ccs/295_389,1,30,94
m54006_190802_093121/71107362/ccs/295_389,1,30,94
m54006_190802_093121/72352664/ccs/295_389,1,30,94
m54006_190802_093121/63832580/ccs/294_388,2,29,94
m54006_190802_093121/31195694/ccs/296_390,2,27,94
m54006_190802_093121/8257633/ccs/295_390,2,29,95
m54006_190802_093121/11272373/ccs/300_395,2,29,95
m54006_190802_093121/60883557/ccs/294_389,1,30,95
m54006_190802_093121/63046440/ccs/296_391,2,29,95
m54006_190802_093121/25494315/ccs/295_390,1,30,95
m54006_190802_093121/33751109/ccs/295_390,1,30,95
m54006_190802_093121/63439006/ccs/295_390,1,30,95
m54006_190802_093121/70779541/ccs/298_393,1,30,95
m54006_190802_093121/29426428/ccs/295_390,1,29,95
m54006_190802_093121/50594133/ccs/296_392,2,26,96
m54006_190802_093121/50987701/ccs/299_395,2,28,96
m54006_190802_093121/57540790/ccs/297_393,1,30,96
m54006_190802_093121/50004748/ccs/295_391,1,30,96
m54006_190802_093121/31720197/ccs/294_391,1,29,97
m54006_190802_093121/43975079/ccs/295_392,1,31,97
m54006_190802_093121/39846175/ccs/295_392,1,31,97
m54006_190802_093121/6881780/ccs/295_392,1,31,97
m54006_190802_093121/12451976/ccs/297_394,1,31,97
m54006_190802_093121/17694994/ccs/302_399,1,31,97
m54006_190802_093121/17695402/ccs/296_393,2,28,97
m54006_190802_093121/23724965/ccs/295_392,1,31,97
m54006_190802_093121/28836363/ccs/295_392,1,31,97
m54006_190802_093121/36176114/ccs/295_392,1,31,97
m54006_190802_093121/32441283/ccs/295_392,1,31,97
m54006_190802_093121/43385365/ccs/295_392,1,31,97
m54006_190802_093121/67961548/ccs/295_392,1,31,97
m54006_190802_093121/8323268/ccs/300_398,1,31,98
m54006_190802_093121/62784489/ccs/302_400,1,29,98
m54006_190802_093121/24248543/ccs/297_396,3,28,99
m54006_190802_093121/16843192/ccs/296_395,1,31,99
m54006_190802_093121/59441306/ccs/296_396,1,30,100
m54006_190802_093121/73662709/ccs/295_396,1,31,101
m54006_190802_093121/63111837/ccs/294_395,1,30,101
m54006_190802_093121/22544856/ccs/300_402,1,28,102
m54006_190802_093121/24052579/ccs/297_399,1,27,102
m54006_190802_093121/18808916/ccs/297_401,1,28,104
m54006_190802_093121/49938542/ccs/298_403,1,30,105
m54006_190802_093121/33751561/ccs/283_390,1,30,107
m54006_190802_093121/31850873/ccs/300_407,1,31,107
m54006_190802_093121/61801471/ccs/292_400,3,28,108
m54006_190802_093121/39518858/ccs/296_405,1,30,109
m54006_190802_093121/45285805/ccs/290_401,1,31,111
